url_id;certificate;year;duration;rating;votes;metascore;total_nominations;total_wins;oscar_nominations;oscar_wins;budget;gross_us_canada;opening_weekend_gross_us_canada;worldwide_gross;aspect_ratio;color;url_image;plot
tt2250912;PG-13;2017;7980;7.4;639899;73;10;7;;;175000000;334201140;117027503;880166924;2.39 : 1;;https://m.media-amazon.com/images/M/MV5BNTk4ODQ1MzgzNl5BMl5BanBnXkFtZTgwMTMyMzM4MTI@._V1_.jpg;Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.
tt1014759;PG;2010;6480;6.4;410778;53;63;35;1;2;200000000;334191110;116101023;1025468216;1.85 : 1;;https://m.media-amazon.com/images/M/MV5BMTMwNjAxMTc0Nl5BMl5BanBnXkFtZTcwODc3ODk5Mg@@._V1_.jpg;Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.
tt2015381;PG-13;2014;7260;8;1154954;76;102;52;2;0;170000000;333718600;94320883;773350147;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTAwMjU5OTgxNjZeQTJeQWpwZ15BbWU4MDUxNDYxODEx._V1_.jpg;A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.
tt2975590;PG-13;2016;9120;6.4;690910;44;31;14;;;250000000;330360194;166007347;873637528;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BYThjYzcyYzItNTVjNy00NDk0LTgwMWQtYjMwNmNlNWJhMzMyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs.
tt0109830;PG-13;1994;8520;8.8;2025092;82;75;50;7;6;55000000;330455270;24450602;678226133;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;The presidencies of Kennedy and Johnson, the Vietnam War, the Watergate scandal and other historical events unfold from the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart.
tt0109830;PG-13;1994;8520;8.8;2025092;82;75;50;7;6;55000000;330455270;24450602;678226133;2.39 : 1;Black and White;https://m.media-amazon.com/images/M/MV5BNWIwODRlZTUtY2U3ZS00Yzg1LWJhNzYtMmZiYmEyNmU1NjMzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;The presidencies of Kennedy and Johnson, the Vietnam War, the Watergate scandal and other historical events unfold from the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart.
tt1396484;R;2017;8100;7.3;529619;69;48;9;;;35000000;328874981;123403419;701842551;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BZDVkZmI0YzAtNzdjYi00ZjhhLWE1ODEtMWMzMWMzNDA0NmQ4XkEyXkFqcGdeQXVyNzYzODM3Mzg@._V1_.jpg;In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.
tt1386697;PG-13;2016;7380;5.9;677425;40;40;18;0;1;175000000;325100054;133682248;746846894;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMjM1OTMxNzUyM15BMl5BanBnXkFtZTgwNjYzMTIzOTE@._V1_.jpg;A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.
tt5463162;R;2018;7140;7.7;564359;66;52;6;;;110000000;324591735;125507153;785896609;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMDkzNmRhNTMtZDI4NC00Zjg1LTgxM2QtMjYxZDQ3OWJlMDRlXkEyXkFqcGdeQXVyNTU5MjkzMTU@._V1_.jpg;Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.
tt0076759;PG;1977;7260;8.6;1340327;90;29;63;4;6;11000000;460998507;1554475;775398007;2.35 : 1;;https://m.media-amazon.com/images/M/MV5BNzg4MjQxNTQtZmI5My00YjMwLWJlMjUtMmJlY2U2ZWFlNzY1XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_.jpg;Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.
tt0413267;PG;2007;5580;6.1;303663;58;17;5;1;0;160000000;322719944;121629270;813367380;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BOTgyMjc3ODk2MV5BMl5BanBnXkFtZTcwMjY0MjEzMw@@._V1_.jpg;Reluctantly designated as the heir to the land of Far, Far Away, Shrek hatches a plan to install the rebellious Artie as the new king while Princess Fiona tries to fend off a coup d'??tat by the jilted Prince Charming.
tt0418279;PG-13;2007;8640;7;631552;61;50;25;3;0;150000000;319246193;70502384;709709780;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BNDg1NTU2OWEtM2UzYi00ZWRmLWEwMTktZWNjYWQ1NWM1OThjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager.
tt0371746;PG-13;2008;7560;7.9;1039683;79;73;21;2;0;140000000;319034126;98618668;585796247;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTczNTI2ODUwOF5BMl5BanBnXkFtZTcwMTU0NTIzMw@@._V1_.jpg;After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.
tt0241527;PG;2001;9120;7.6;761384;65;69;17;3;0;125000000;318886962;90294621;1022290019;2.39 : 1;;https://m.media-amazon.com/images/M/MV5BMzkyZGFlOWQtZjFlMi00N2YwLWE2OWQtYTgxY2NkNmM1NjMwXkEyXkFqcGdeQXVyNjY1NTM1MzA@._V1_.jpg;An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world.
tt0367882;PG-13;2008;7320;6.1;450526;65;42;10;1;0;185000000;317101119;100137835;790653942;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BZmY5ZTk3ZDMtZjA1MS00NzU4LTk5ZDItYmNhOTkxMGYxMjRlXkEyXkFqcGdeQXVyMjM4MzQ4OTQ@._V1_.jpg;In 1957, archaeologist and adventurer Dr. Henry Indiana Jones, Jr. is called back into action and becomes entangled in a Soviet plot to uncover the secret behind mysterious artifacts known as the Crystal Skulls.
tt7975244;PG-13;2019;7380;6.7;243502;58;12;1;;;125000000;320314960;59251543;800059707;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BOTVjMmFiMDUtOWQ4My00YzhmLWE3MzEtODM1NDFjMWEwZTRkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg;In Jumanji: The Next Level, the gang is back but the game has changed. As they return to rescue one of their own, the players will have to brave parts unknown from arid deserts to snowy mountains, to escape the world's most dangerous game.
tt0120737;PG-13;2001;10680;8.8;1818341;92;126;121;9;4;93000000;316115420;47211490;898094742;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BN2EyZjM3NzUtNWUzMi00MTgxLWI0NTctMzY4M2VlOTdjZWRiXkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg;A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.
tt3501632;PG-13;2017;7800;7.9;725699;74;49;6;;;180000000;315058289;122744989;853983879;2.39 : 1;;https://m.media-amazon.com/images/M/MV5BMjMyNDkzMzI1OF5BMl5BanBnXkFtZTgwODcxODg5MjI@._V1_.jpg;Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnar??k, the destruction of his world, at the hands of the powerful and ruthless villain Hela.
tt1228705;PG-13;2010;7440;6.9;803145;57;44;7;1;0;200000000;312433331;128122480;623933331;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTM0MDgwNjMyMl5BMl5BanBnXkFtZTcwNTg3NzAzMw@@._V1_.jpg;With the world now aware of his identity as Iron Man, Tony Stark must contend with both his declining health and a vengeful mad man with ties to his father's legacy.
tt0121765;PG;2002;8520;6.6;700112;54;65;19;1;0;115000000;310676740;80027814;653779970;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMDAzM2M0Y2UtZjRmZi00MzVlLTg4MjEtOTE3NzU5ZDVlMTU5XkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_.jpg;Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padm?? Amidala, while Obi-Wan Kenobi investigates an assassination attempt on the senator and discovers a secret clone army crafted for the Jedi.
tt0449088;PG-13;2007;10140;7.1;643214;50;51;23;2;0;300000000;309420425;114732820;960996492;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMjIyNjkxNzEyMl5BMl5BanBnXkFtZTYwMjc3MDE3._V1_.jpg;Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle.
tt0086190;PG;1983;7860;8.3;1035296;58;20;23;4;0;32500000;309306177;23019618;475106177;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BOWZlMjFiYzgtMTUzNC00Y2IzLTk1NTMtZmNhMTczNTk0ODk1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg;After a daring mission to rescue Han Solo from Jabba the Hutt, the Rebels dispatch to Endor to destroy the second Death Star. Meanwhile, Luke struggles to help Darth Vader back from the dark side without falling into the Emperor's trap.
tt0116629;PG-13;1996;8700;7;570430;59;35;35;1;1;75000000;306169268;50228264;817400891;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMGQwNDNkMmItYWY1Yy00YTZmLWE5OTAtODU0MGZmMzQ1NDdkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive.
tt0325980;PG-13;2003;8580;8.1;1107994;63;104;38;5;0;140000000;305413918;46630690;654264015;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BNGYyZGM5MGMtYTY2Ni00M2Y1LWIzNjQtYWUzM2VlNGVhMDNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg;Blacksmith Will Turner teams up with eccentric pirate Captain Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.
tt1074638;PG-13;2012;8580;7.8;690121;81;123;67;3;2;200000000;304360277;88364714;1108569499;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMWZiNjE2OWItMTkwNy00ZWQzLWI0NTgtMWE0NjNiYTljN2Q1XkEyXkFqcGdeQXVyNzAwMjYxMzA@._V1_.jpg;James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.
tt0903624;PG-13;2012;10140;7.8;809901;58;75;11;3;0;180000000;303030651;84617303;1017030651;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTcwNTE4MTUxMl5BMl5BanBnXkFtZTcwMDIyODM4OA@@._V1_.jpg;A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug.
tt0417741;PG;2009;9180;7.6;534465;78;39;9;1;0;250000000;302334374;77835727;934483039;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BNzU3NDg4NTAyNV5BMl5BanBnXkFtZTcwOTg2ODg1Mg@@._V1_.jpg;As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as the property of the Half-Blood Prince and begins to learn more about Lord Voldemort's dark past.
tt1325004;PG-13;2010;7440;5;244484;58;34;22;;;68000000;300531751;64832191;698491347;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BNDMwNjAzNzYwOF5BMl5BanBnXkFtZTcwMDY5NzcyMw@@._V1_.jpg;As a string of mysterious killings grips Seattle, Bella, whose high school graduation is fast approaching, is forced to choose between her love for vampire Edward and her friendship with werewolf Jacob.
tt1259571;PG-13;2009;7800;4.7;282750;44;24;20;;;50000000;297816253;142839137;711025481;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTI3MjE3NDIxNF5BMl5BanBnXkFtZTcwODM3NTY5Mg@@._V1_.jpg;Edward leaves Bella after an attack that nearly claimed her life, and, in her depression, she falls into yet another difficult relationship - this time with her close friend, Jacob Black.
tt0926084;PG-13;2010;8760;7.7;537978;65;55;15;2;0;183000000;296374621;125017372;977070383;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTQ2OTE1Mjk0N15BMl5BanBnXkFtZTcwODE3MDAwNA@@._V1_.jpg;As Harry, Ron and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.
tt0167404;PG-13;1999;6420;8.2;977713;64;56;37;6;0;40000000;293506292;26681262;672806432;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg;A frightened, withdrawn Philadelphia boy who communicates with spirits seeks the help of a disheartened child psychologist.
tt1049413;PG;2009;5760;8.3;1025628;88;87;79;3;2;175000000;293004164;68108790;735099102;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_.jpg;78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.
tt1375666;PG-13;2010;8880;8.8;2297867;74;220;157;4;4;160000000;292587330;62785337;836848102;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMjAxMzY3NjcxNF5BMl5BanBnXkFtZTcwNTI5OTM0Mw@@._V1_.jpg;A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.
tt1673434;PG-13;2012;6900;5.5;247392;52;15;21;1;0;120000000;292324737;141067634;829747654;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTcyMzUyMzY1OF5BMl5BanBnXkFtZTcwNDQ4ODk1OA@@._V1_.jpg;After the birth of Renesmee/Nessie, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.
tt0373889;PG-13;2007;8280;7.5;570640;71;47;17;2;0;150000000;292382727;77108414;942201710;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTM0NTczMTUzOV5BMl5BanBnXkFtZTYwMzIxNTg3._V1_.jpg;With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.
tt0363771;PG;2005;8580;6.9;393847;75;46;18;2;1;180000000;291710957;65556312;745013115;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTc0NTUwMTU5OV5BMl5BanBnXkFtZTcwNjAwNzQzMw@@._V1_.jpg;Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.
tt0770828;PG-13;2013;8580;7.1;760145;55;46;7;1;0;225000000;291045518;116619362;668045518;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTk5ODk1NDkxMF5BMl5BanBnXkFtZTcwNTA5OTY0OQ@@._V1_.jpg;An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened when other survivors of his home planet invade Earth.
tt0080684;PG;1980;7440;8.7;1267625;82;20;25;2;1;18000000;292753960;4910483;538375067;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BYmU1NDRjNDgtMzhiMi00NjZmLTg5NGItZDNiZjU5NTU4OTE0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg;After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued across the galaxy by Darth Vader and bounty hunter Boba Fett.
tt0330373;PG-13;2005;9420;7.7;614458;81;44;13;1;0;150000000;290469928;102685961;896730264;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTI1NDMyMjExOF5BMl5BanBnXkFtZTcwOTc4MjQzMQ@@._V1_.jpg;Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.
tt0198781;G;2001;5520;8.1;893741;79;38;15;3;1;115000000;290642256;62577067;579707738;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_.jpg;In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.
tt0099785;PG;1990;6180;7.7;557575;63;6;11;2;0;18000000;285761243;17081997;476684675;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMzFkM2YwOTQtYzk2Mi00N2VlLWE3NTItN2YwNDg1YmY0ZDNmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg;An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.
tt1951266;PG-13;2015;8220;6.5;321182;65;34;16;;;160000000;281723902;102665981;653428261;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BNjQzNDI2NTU1Ml5BMl5BanBnXkFtZTgwNTAyMDQ5NjE@._V1_.jpg;Katniss and a team of rebels from District 13 prepare for the final battle that will decide the fate of Panem.
tt1951266;PG-13;2015;8220;6.5;321182;65;34;16;;;160000000;281723902;102665981;653428261;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BNjQzNDI2NTU1Ml5BMl5BanBnXkFtZTgwNTAyMDQ5NjE@._V1_.jpg;Katniss and a team of rebels from District 13 prepare for the final battle that will decide the fate of Panem.
tt0234215;R;2003;8280;7.2;588723;62;34;8;;;150000000;281576461;91774413;741847937;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BODE0MzZhZTgtYzkwYi00YmI5LThlZWYtOWRmNWE5ODk0NzMxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg;Freedom fighters Neo, Trinity and Morpheus continue to lead the revolt against the Machine Army, unleashing their arsenal of extraordinary skills and weaponry against the systematic forces of repression and exploitation.
tt1324999;PG-13;2011;7020;4.9;239230;45;22;11;;;110000000;281287133;138122261;712205856;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BODgxNDE0OTAzOF5BMl5BanBnXkFtZTcwNzcwODE2Ng@@._V1_.jpg;The Quileutes close in on expecting parents Edward and Bella, whose unborn child poses a threat to the Wolf Pack and the towns people of Forks.
tt0290002;PG-13;2004;6900;6.3;269408;41;7;2;;;80000000;279261160;46120980;522657936;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMWZjODQxMWMtZmIzYS00YjMwLWFiZTctYmFiZmJiNjljYWVmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg;All hell breaks loose when the Byrnes family meets the Focker family for the first time.
tt1119646;R;2009;6000;7.7;774309;73;25;13;1;0;35000000;277339746;44979319;469328079;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BNGQwZjg5YmYtY2VkNC00NzliLTljYTctNzI5NmU3MjE2ODQzXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg;Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.
tt1454468;PG-13;2013;5460;7.7;817154;96;187;239;3;7;100000000;274092705;55785112;723192705;2.39 : 1;Color;https://m.media-amazon.com/images/M/MV5BNjE5MzYwMzYxMF5BMl5BanBnXkFtZTcwOTk4MTk0OQ@@._V1_.jpg;Two astronauts work together to survive after an accident leaves them stranded in space.
tt2709692;PG;2018;5100;6.3;69027;51;18;1;;;75000000;271384731;67572855;512858819;2.35 : 1;Color;https://m.media-amazon.com/images/M/MV5BYmE5Yjg0MzktYzgzMi00YTFiLWJjYTItY2M5MmI1ODI4MDY3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg;A grumpy Grinch plots to ruin Christmas for the village of Whoville.
tt3470600;PG;2016;6480;7.1;165739;59;25;3;;;75000000;270578425;35258145;634338384;1.85 : 1;Color;https://m.media-amazon.com/images/M/MV5BMTYzODYzODU2Ml5BMl5BanBnXkFtZTgwNTc1MTA2NzE@._V1_.jpg;In a city of humanoid animals, a hustling theater impresario's attempt to save his theater with a singing competition becomes grander than he anticipates even as its finalists find that their lives will never be the same.
